"category","cause","var","value","multiplier"
"risk","Diabetes","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"risk","Diabetes","edu","Master's degree",1
"risk","Diabetes","edu","Doctoral degree",1
"risk","Diabetes","hsd","0",1.35
"risk","Diabetes","hsd","1",1.3
"risk","Diabetes","hsd","2",1.25
"risk","Diabetes","hsd","3",1.2
"risk","Diabetes","hsd","4",1.15
"risk","Diabetes","hsd","5",1.1
"risk","Diabetes","hsd","6",1.05
"risk","Diabetes","hsd","7",1
"risk","Diabetes","hsd","8",1.07
"risk","Diabetes","hsd","9",1.14
"risk","Diabetes","hsd","10",1.21
"risk","Diabetes","hsd","11",1.28
"risk","Diabetes","hsd","12",1.35
"risk","Diabetes","hsd","13",1.42
"risk","Diabetes","hsd","14",1.49
"risk","Diabetes","hsd","15",1.56
"risk","Diabetes","hsd","16",1.63
"risk","Diabetes","hsd","17",1.63
"risk","Diabetes","hsd","18",1.63
"risk","Diabetes","hsd","19",1.63
"risk","Diabetes","hsd","20",1.63
"risk","Diabetes","hsd","21",1.63
"risk","Diabetes","hsd","22",1.63
"risk","Diabetes","hsd","23",1.63
"risk","Diabetes","hsd","24",1.63
"risk","Diabetes","sys","Normal (SBP <120 mmHG)",1
"risk","Diabetes","sys","Elevated (SBP 120-129 mmHG)",1.24
"risk","Diabetes","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.58
"risk","Diabetes","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.82
"risk","Diabetes","bmi","Underweight (<18.5)",1.5
"risk","Diabetes","bmi","Normal Weight (18.5-24.9)",1
"risk","Diabetes","bmi","Overweight (25-29.9)",1
"risk","Diabetes","bmi","Obese (>30)",1
"risk","Diabetes","hbp","Yes",1
"risk","Diabetes","hbp","No",1
"risk","Diabetes","hbc","Yes",1.1
"risk","Diabetes","hbc","No",1
"risk","Diabetes","cvd","Yes",3
"risk","Diabetes","cvd","No",1
"risk","Diabetes","copd","Yes",2.04
"risk","Diabetes","copd","No",1
"risk","Diabetes","dia","Yes",1
"risk","Diabetes","dia","No",1
"risk","Diabetes","dep","Yes",1
"risk","Diabetes","dep","No",1
"risk","Diabetes","can","Yes",1.77
"risk","Diabetes","can","No",1
"risk","Diabetes","alz","Yes",1
"risk","Diabetes","alz","No",1
"risk","Diabetes","fcvd","Yes",1
"risk","Diabetes","fcvd","No",1
"risk","Diabetes","fcopd","Yes",1
"risk","Diabetes","fcopd","No",1
"risk","Diabetes","fdia","Yes",5
"risk","Diabetes","fdia","No",1
"risk","Diabetes","fdep","Yes",1
"risk","Diabetes","fdep","No",1
"risk","Diabetes","fcan","Yes",1
"risk","Diabetes","fcan","No",1
"risk","Diabetes","falz","Yes",1
"risk","Diabetes","falz","No",1
"risk","Drug Overdose","sex","Male",1.426
"risk","Drug Overdose","sex","Female",0.578
"risk","Drug Overdose","race","White",1.058
"risk","Drug Overdose","race","Black",1.236
"risk","Drug Overdose","race","Asian",0.155
"risk","Drug Overdose","race","Native American",0.946
"risk","Drug Overdose","race","Other",1
"risk","Drug Overdose","wbr","East Asia & Pacific",0.211
"risk","Drug Overdose","wbr","Europe & Central Asia",0.635
"risk","Drug Overdose","wbr","Latin America & Caribbean",0.135
"risk","Drug Overdose","wbr","Middle East & North Africa",0.402
"risk","Drug Overdose","wbr","North America",5.392
"risk","Drug Overdose","wbr","South Asia",0.159
"risk","Drug Overdose","wbr","Sub-Saharan Africa",0.067
"risk","Drug Overdose","inc","Poor",1.6
"risk","Drug Overdose","inc","Lower-middle",1.375
"risk","Drug Overdose","inc","Middle",1
"risk","Drug Overdose","inc","Upper-middle",0.925
"risk","Drug Overdose","inc","Rich",0.7
"risk","Drug Overdose","edu","No Formal Schooling",1.2
"risk","Drug Overdose","edu","Primary Education (Elementary School)",1.1
"risk","Drug Overdose","edu","Secondary Education (High School)",1
"risk","Drug Overdose","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"risk","Drug Overdose","edu","Master's degree",0.9
"risk","Drug Overdose","edu","Doctoral degree",0.8
"risk","Drug Overdose","hsd","0",1.42
"risk","Drug Overdose","hsd","1",1.36
"risk","Drug Overdose","hsd","2",1.3
"risk","Drug Overdose","hsd","3",1.24
"risk","Drug Overdose","hsd","4",1.18
"risk","Drug Overdose","hsd","5",1.12
"risk","Drug Overdose","hsd","6",1.06
"risk","Drug Overdose","hsd","7",1
"risk","Drug Overdose","hsd","8",1.1
"risk","Drug Overdose","hsd","9",1.3
"risk","Drug Overdose","hsd","10",1.5
"risk","Drug Overdose","hsd","11",1.7
"risk","Drug Overdose","hsd","12",1.9
"risk","Drug Overdose","hsd","13",2.1
"risk","Drug Overdose","hsd","14",2.3
"risk","Drug Overdose","hsd","15",2.5
"risk","Drug Overdose","hsd","16",2.7
"risk","Drug Overdose","hsd","17",2.7
"risk","Drug Overdose","hsd","18",2.7
"risk","Drug Overdose","hsd","19",2.7
"risk","Drug Overdose","hsd","20",2.7
"risk","Drug Overdose","hsd","21",2.7
"risk","Drug Overdose","hsd","22",2.7
"risk","Drug Overdose","hsd","23",2.7
"risk","Drug Overdose","hsd","24",2.7
"risk","Drug Overdose","sys","Normal (SBP <120 mmHG)",1
"risk","Drug Overdose","sys","Elevated (SBP 120-129 mmHG)",1
"risk","Drug Overdose","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"risk","Drug Overdose","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"risk","Drug Overdose","bmi","Underweight (<18.5)",1
"risk","Drug Overdose","bmi","Normal Weight (18.5-24.9)",1
"risk","Drug Overdose","bmi","Overweight (25-29.9)",1.24
"risk","Drug Overdose","bmi","Obese (>30)",2
"risk","Drug Overdose","hbp","Yes",1
"risk","Drug Overdose","hbp","No",1
"risk","Drug Overdose","hbc","Yes",1
"risk","Drug Overdose","hbc","No",1
"risk","Drug Overdose","cvd","Yes",1
"risk","Drug Overdose","cvd","No",1
"risk","Drug Overdose","copd","Yes",1
"risk","Drug Overdose","copd","No",1
"risk","Drug Overdose","dia","Yes",1
"risk","Drug Overdose","dia","No",1
"risk","Drug Overdose","dep","Yes",1
"risk","Drug Overdose","dep","No",1
"risk","Drug Overdose","can","Yes",1.66
"risk","Drug Overdose","can","No",1
"risk","Drug Overdose","alz","Yes",1
"risk","Drug Overdose","alz","No",1
"risk","Drug Overdose","fcvd","Yes",1
"risk","Drug Overdose","fcvd","No",1
"risk","Drug Overdose","fcopd","Yes",1
"risk","Drug Overdose","fcopd","No",1
"risk","Drug Overdose","fdia","Yes",1
"risk","Drug Overdose","fdia","No",1
"risk","Drug Overdose","fdep","Yes",1
"risk","Drug Overdose","fdep","No",1
"risk","Drug Overdose","fcan","Yes",1
"risk","Drug Overdose","fcan","No",1
"risk","Drug Overdose","falz","Yes",1
"risk","Drug Overdose","falz","No",1
"risk","Motor Vehicle Accident","sex","Male",1.481
"risk","Motor Vehicle Accident","sex","Female",0.534
"risk","Motor Vehicle Accident","race","White",0.992
"risk","Motor Vehicle Accident","race","Black",1.397
"risk","Motor Vehicle Accident","race","Asian",0.313
"risk","Motor Vehicle Accident","race","Native American",1.344
"risk","Motor Vehicle Accident","race","Other",1
"risk","Motor Vehicle Accident","wbr","East Asia & Pacific",1.035
"risk","Motor Vehicle Accident","wbr","Europe & Central Asia",0.575
"risk","Motor Vehicle Accident","wbr","Latin America & Caribbean",1.114
"risk","Motor Vehicle Accident","wbr","Middle East & North Africa",1.664
"risk","Motor Vehicle Accident","wbr","North America",0.747
"risk","Motor Vehicle Accident","wbr","South Asia",0.852
"risk","Motor Vehicle Accident","wbr","Sub-Saharan Africa",1.012
"risk","Motor Vehicle Accident","inc","Poor",2
"risk","Motor Vehicle Accident","inc","Lower-middle",1.5
"risk","Motor Vehicle Accident","inc","Middle",1
"risk","Motor Vehicle Accident","inc","Upper-middle",0.9
"risk","Motor Vehicle Accident","inc","Rich",0.8
"risk","Motor Vehicle Accident","edu","No Formal Schooling",2.5
"risk","Motor Vehicle Accident","edu","Primary Education (Elementary School)",2
"risk","Motor Vehicle Accident","edu","Secondary Education (High School)",1.5
"risk","Motor Vehicle Accident","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"risk","Motor Vehicle Accident","edu","Master's degree",0.8
"risk","Motor Vehicle Accident","edu","Doctoral degree",0.6
"risk","Motor Vehicle Accident","hsd","0",2.16
"risk","Motor Vehicle Accident","hsd","1",1.99
"risk","Motor Vehicle Accident","hsd","2",1.83
"risk","Motor Vehicle Accident","hsd","3",1.66
"risk","Motor Vehicle Accident","hsd","4",1.5
"risk","Motor Vehicle Accident","hsd","5",1.33
"risk","Motor Vehicle Accident","hsd","6",1.17
"risk","Motor Vehicle Accident","hsd","7",1
"risk","Motor Vehicle Accident","hsd","8",1
"risk","Motor Vehicle Accident","hsd","9",1
"risk","Motor Vehicle Accident","hsd","10",1
"risk","Motor Vehicle Accident","hsd","11",1
"risk","Motor Vehicle Accident","hsd","12",1
"risk","Motor Vehicle Accident","hsd","13",1
"risk","Motor Vehicle Accident","hsd","14",1
"risk","Motor Vehicle Accident","hsd","15",1
"risk","Motor Vehicle Accident","hsd","16",1
"risk","Motor Vehicle Accident","hsd","17",1
"risk","Motor Vehicle Accident","hsd","18",1
"risk","Motor Vehicle Accident","hsd","19",1
"risk","Motor Vehicle Accident","hsd","20",1
"risk","Motor Vehicle Accident","hsd","21",1
"risk","Motor Vehicle Accident","hsd","22",1
"risk","Motor Vehicle Accident","hsd","23",1
"risk","Motor Vehicle Accident","hsd","24",1
"risk","Motor Vehicle Accident","sys","Normal (SBP <120 mmHG)",1
"risk","Motor Vehicle Accident","sys","Elevated (SBP 120-129 mmHG)",1
"risk","Motor Vehicle Accident","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"risk","Motor Vehicle Accident","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"risk","Motor Vehicle Accident","bmi","Underweight (<18.5)",2
"risk","Motor Vehicle Accident","bmi","Normal Weight (18.5-24.9)",1.5
"risk","Motor Vehicle Accident","bmi","Overweight (25-29.9)",1
"risk","Motor Vehicle Accident","bmi","Obese (>30)",2
"risk","Motor Vehicle Accident","hbp","Yes",1
"risk","Motor Vehicle Accident","hbp","No",1
"risk","Motor Vehicle Accident","hbc","Yes",1
"risk","Motor Vehicle Accident","hbc","No",1
"risk","Motor Vehicle Accident","cvd","Yes",1
"risk","Motor Vehicle Accident","cvd","No",1
"risk","Motor Vehicle Accident","copd","Yes",1
"risk","Motor Vehicle Accident","copd","No",1
"risk","Motor Vehicle Accident","dia","Yes",1
"risk","Motor Vehicle Accident","dia","No",1
"risk","Motor Vehicle Accident","dep","Yes",1
"risk","Motor Vehicle Accident","dep","No",1
"risk","Motor Vehicle Accident","can","Yes",1.66
"risk","Motor Vehicle Accident","can","No",1
"risk","Motor Vehicle Accident","alz","Yes",1
"risk","Motor Vehicle Accident","alz","No",1
"risk","Motor Vehicle Accident","fcvd","Yes",1
"risk","Motor Vehicle Accident","fcvd","No",1
"risk","Motor Vehicle Accident","fcopd","Yes",1
"risk","Motor Vehicle Accident","fcopd","No",1
"risk","Motor Vehicle Accident","fdia","Yes",1
"risk","Motor Vehicle Accident","fdia","No",1
"risk","Motor Vehicle Accident","fdep","Yes",1
"risk","Motor Vehicle Accident","fdep","No",1
"risk","Motor Vehicle Accident","fcan","Yes",1
"risk","Motor Vehicle Accident","fcan","No",1
"risk","Motor Vehicle Accident","falz","Yes",1
"risk","Motor Vehicle Accident","falz","No",1
"risk","Fall","sex","Male",1.214
"risk","Fall","sex","Female",0.816
"risk","Fall","race","White",1.087
"risk","Fall","race","Black",0.495
"risk","Fall","race","Asian",0.524
"risk","Fall","race","Native American",0.796
"risk","Fall","race","Other",1
"risk","Fall","wbr","East Asia & Pacific",1
"risk","Fall","wbr","Europe & Central Asia",1
"risk","Fall","wbr","Latin America & Caribbean",1
"risk","Fall","wbr","Middle East & North Africa",1
"risk","Fall","wbr","North America",1
"risk","Fall","wbr","South Asia",1
"risk","Fall","wbr","Sub-Saharan Africa",1
"risk","Fall","inc","Poor",2
"risk","Fall","inc","Lower-middle",1.5
"risk","Fall","inc","Middle",1
"risk","Fall","inc","Upper-middle",1
"risk","Fall","inc","Rich",1
"risk","Fall","edu","No Formal Schooling",2
"risk","Fall","edu","Primary Education (Elementary School)",2
"risk","Fall","edu","Secondary Education (High School)",1
"risk","Fall","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"risk","Fall","edu","Master's degree",0.5
"risk","Fall","edu","Doctoral degree",0.5
"risk","Fall","hsd","0",0.65
"risk","Fall","hsd","1",1.78
"risk","Fall","hsd","2",1.65
"risk","Fall","hsd","3",1.52
"risk","Fall","hsd","4",1.39
"risk","Fall","hsd","5",1.26
"risk","Fall","hsd","6",1.13
"risk","Fall","hsd","7",1
"risk","Fall","hsd","8",1.06
"risk","Fall","hsd","9",1.12
"risk","Fall","hsd","10",1.18
"risk","Fall","hsd","11",1.24
"risk","Fall","hsd","12",1.3
"risk","Fall","hsd","13",1.36
"risk","Fall","hsd","14",1.42
"risk","Fall","hsd","15",1.48
"risk","Fall","hsd","16",1.54
"risk","Fall","hsd","17",1.54
"risk","Fall","hsd","18",1.54
"risk","Fall","hsd","19",1.54
"risk","Fall","hsd","20",1.54
"risk","Fall","hsd","21",1.54
"risk","Fall","hsd","22",1.54
"risk","Fall","hsd","23",1.54
"risk","Fall","hsd","24",1.54
"risk","Fall","sys","Normal (SBP <120 mmHG)",1
"risk","Fall","sys","Elevated (SBP 120-129 mmHG)",1.5
"risk","Fall","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",2
"risk","Fall","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",2.5
"risk","Fall","bmi","Underweight (<18.5)",1.8
"risk","Fall","bmi","Normal Weight (18.5-24.9)",1
"risk","Fall","bmi","Overweight (25-29.9)",1.15
"risk","Fall","bmi","Obese (>30)",1.31
"risk","Fall","hbp","Yes",1
"risk","Fall","hbp","No",1
"risk","Fall","hbc","Yes",1
"risk","Fall","hbc","No",1
"risk","Fall","cvd","Yes",1
"risk","Fall","cvd","No",1
"risk","Fall","copd","Yes",1
"risk","Fall","copd","No",1
"risk","Fall","dia","Yes",1
"risk","Fall","dia","No",1
"risk","Fall","dep","Yes",1
"risk","Fall","dep","No",1
"risk","Fall","can","Yes",1.66
"risk","Fall","can","No",1
"risk","Fall","alz","Yes",1
"risk","Fall","alz","No",1
"risk","Fall","fcvd","Yes",1
"risk","Fall","fcvd","No",1
"risk","Fall","fcopd","Yes",1
"risk","Fall","fcopd","No",1
"risk","Fall","fdia","Yes",1
"risk","Fall","fdia","No",1
"risk","Fall","fdep","Yes",1
"risk","Fall","fdep","No",1
"risk","Fall","fcan","Yes",1
"risk","Fall","fcan","No",1
"risk","Fall","falz","Yes",1
"risk","Fall","falz","No",1
"risk","Influenza and Pneumonia","sex","Male",1.215
"risk","Influenza and Pneumonia","sex","Female",0.846
"risk","Influenza and Pneumonia","race","White",0.985
"risk","Influenza and Pneumonia","race","Black",1.292
"risk","Influenza and Pneumonia","race","Asian",0.792
"risk","Influenza and Pneumonia","race","Native American",1.077
"risk","Influenza and Pneumonia","race","Other",1
"risk","Influenza and Pneumonia","wbr","East Asia & Pacific",0.768
"risk","Influenza and Pneumonia","wbr","Europe & Central Asia",0.932
"risk","Influenza and Pneumonia","wbr","Latin America & Caribbean",1.144
"risk","Influenza and Pneumonia","wbr","Middle East & North Africa",0.465
"risk","Influenza and Pneumonia","wbr","North America",0.788
"risk","Influenza and Pneumonia","wbr","South Asia",0.972
"risk","Influenza and Pneumonia","wbr","Sub-Saharan Africa",1.931
"risk","Influenza and Pneumonia","inc","Poor",1.4
"risk","Influenza and Pneumonia","inc","Lower-middle",1.2
"risk","Influenza and Pneumonia","inc","Middle",1
"risk","Influenza and Pneumonia","inc","Upper-middle",0.8
"risk","Influenza and Pneumonia","inc","Rich",0.6
"risk","Influenza and Pneumonia","edu","No Formal Schooling",1.6
"risk","Influenza and Pneumonia","edu","Primary Education (Elementary School)",1.4
"risk","Influenza and Pneumonia","edu","Secondary Education (High School)",1.2
"risk","Influenza and Pneumonia","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"risk","Influenza and Pneumonia","edu","Master's degree",0.8
"risk","Influenza and Pneumonia","edu","Doctoral degree",0.6
"risk","Influenza and Pneumonia","hsd","0",1.35
"risk","Influenza and Pneumonia","hsd","1",3.3
"risk","Influenza and Pneumonia","hsd","2",2.9
"risk","Influenza and Pneumonia","hsd","3",2.5
"risk","Influenza and Pneumonia","hsd","4",2.1
"risk","Influenza and Pneumonia","hsd","5",1.7
"risk","Influenza and Pneumonia","hsd","6",1.3
"risk","Influenza and Pneumonia","hsd","7",1
"risk","Influenza and Pneumonia","hsd","8",1.2
"risk","Influenza and Pneumonia","hsd","9",1.5
"risk","Influenza and Pneumonia","hsd","10",1.8
"risk","Influenza and Pneumonia","hsd","11",2.1
"risk","Influenza and Pneumonia","hsd","12",2.4
"risk","Influenza and Pneumonia","hsd","13",2.7
"risk","Influenza and Pneumonia","hsd","14",3
"risk","Influenza and Pneumonia","hsd","15",3.3
"risk","Influenza and Pneumonia","hsd","16",3.6
"risk","Influenza and Pneumonia","hsd","17",3.6
"risk","Influenza and Pneumonia","hsd","18",3.6
"risk","Influenza and Pneumonia","hsd","19",3.6
"risk","Influenza and Pneumonia","hsd","20",3.6
"risk","Influenza and Pneumonia","hsd","21",3.6
"risk","Influenza and Pneumonia","hsd","22",3.6
"risk","Influenza and Pneumonia","hsd","23",3.6
"risk","Influenza and Pneumonia","hsd","24",3.6
"risk","Influenza and Pneumonia","sys","Normal (SBP <120 mmHG)",1
"risk","Influenza and Pneumonia","sys","Elevated (SBP 120-129 mmHG)",1.1
"risk","Influenza and Pneumonia","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.2
"risk","Influenza and Pneumonia","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.36
"risk","Influenza and Pneumonia","bmi","Underweight (<18.5)",2
"risk","Influenza and Pneumonia","bmi","Normal Weight (18.5-24.9)",1
"risk","Influenza and Pneumonia","bmi","Overweight (25-29.9)",1.5
"risk","Influenza and Pneumonia","bmi","Obese (>30)",2
"risk","Influenza and Pneumonia","hbp","Yes",1
"risk","Influenza and Pneumonia","hbp","No",1
"risk","Influenza and Pneumonia","hbc","Yes",1
"risk","Influenza and Pneumonia","hbc","No",1
"risk","Influenza and Pneumonia","cvd","Yes",1
"risk","Influenza and Pneumonia","cvd","No",1
"risk","Influenza and Pneumonia","copd","Yes",1.77
"risk","Influenza and Pneumonia","copd","No",1
"risk","Influenza and Pneumonia","dia","Yes",1
"risk","Influenza and Pneumonia","dia","No",1
"risk","Influenza and Pneumonia","dep","Yes",1
"risk","Influenza and Pneumonia","dep","No",1
"risk","Influenza and Pneumonia","can","Yes",2.55
"risk","Influenza and Pneumonia","can","No",1
"risk","Influenza and Pneumonia","alz","Yes",2.15
"risk","Influenza and Pneumonia","alz","No",1
"risk","Influenza and Pneumonia","fcvd","Yes",1
"risk","Influenza and Pneumonia","fcvd","No",1
"risk","Influenza and Pneumonia","fcopd","Yes",1
"risk","Influenza and Pneumonia","fcopd","No",1
"risk","Influenza and Pneumonia","fdia","Yes",1
"risk","Influenza and Pneumonia","fdia","No",1
"risk","Influenza and Pneumonia","fdep","Yes",1
"risk","Influenza and Pneumonia","fdep","No",1
"risk","Influenza and Pneumonia","fcan","Yes",1
"risk","Influenza and Pneumonia","fcan","No",1
"risk","Influenza and Pneumonia","falz","Yes",1
"risk","Influenza and Pneumonia","falz","No",1
"risk","Kidney Diseases","sex","Male",1.213
"risk","Kidney Diseases","sex","Female",0.843
"risk","Kidney Diseases","race","White",0.898
"risk","Kidney Diseases","race","Black",2.024
"risk","Kidney Diseases","race","Asian",0.638
"risk","Kidney Diseases","race","Native American",0.882
"risk","Kidney Diseases","race","Other",1
"risk","Kidney Diseases","wbr","East Asia & Pacific",0.852
"risk","Kidney Diseases","wbr","Europe & Central Asia",0.924
"risk","Kidney Diseases","wbr","Latin America & Caribbean",1.557
"risk","Kidney Diseases","wbr","Middle East & North Africa",0.864
"risk","Kidney Diseases","wbr","North America",1.502
"risk","Kidney Diseases","wbr","South Asia",0.765
"risk","Kidney Diseases","wbr","Sub-Saharan Africa",0.538
"risk","Kidney Diseases","inc","Poor",1.2
"risk","Kidney Diseases","inc","Lower-middle",1.1
"risk","Kidney Diseases","inc","Middle",1
"risk","Kidney Diseases","inc","Upper-middle",0.9
"risk","Kidney Diseases","inc","Rich",0.8
"risk","Kidney Diseases","edu","No Formal Schooling",1.2
"risk","Kidney Diseases","edu","Primary Education (Elementary School)",1.1
"risk","Kidney Diseases","edu","Secondary Education (High School)",1
"risk","Kidney Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"risk","Kidney Diseases","edu","Master's degree",0.8
"risk","Kidney Diseases","edu","Doctoral degree",0.7
"risk","Kidney Diseases","hsd","0",1.42
"risk","Kidney Diseases","hsd","1",1.36
"risk","Kidney Diseases","hsd","2",1.3
"risk","Kidney Diseases","hsd","3",1.24
"risk","Kidney Diseases","hsd","4",1.18
"risk","Kidney Diseases","hsd","5",1.12
"risk","Kidney Diseases","hsd","6",1.06
"risk","Kidney Diseases","hsd","7",1
"risk","Kidney Diseases","hsd","8",1.1
"risk","Kidney Diseases","hsd","9",1.3
"risk","Kidney Diseases","hsd","10",1.5
"risk","Kidney Diseases","hsd","11",1.7
"risk","Kidney Diseases","hsd","12",1.9
"risk","Kidney Diseases","hsd","13",2.1
"risk","Kidney Diseases","hsd","14",2.3
"risk","Kidney Diseases","hsd","15",2.5
"risk","Kidney Diseases","hsd","16",2.7
"risk","Kidney Diseases","hsd","17",2.7
"risk","Kidney Diseases","hsd","18",2.7
"risk","Kidney Diseases","hsd","19",2.7
"risk","Kidney Diseases","hsd","20",2.7
"risk","Kidney Diseases","hsd","21",2.7
"risk","Kidney Diseases","hsd","22",2.7
"risk","Kidney Diseases","hsd","23",2.7
"risk","Kidney Diseases","hsd","24",2.7
"risk","Kidney Diseases","sys","Normal (SBP <120 mmHG)",1
"risk","Kidney Diseases","sys","Elevated (SBP 120-129 mmHG)",1.16
"risk","Kidney Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.34
"risk","Kidney Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.56
"risk","Kidney Diseases","bmi","Underweight (<18.5)",1.3
"risk","Kidney Diseases","bmi","Normal Weight (18.5-24.9)",1
"risk","Kidney Diseases","bmi","Overweight (25-29.9)",1.34
"risk","Kidney Diseases","bmi","Obese (>30)",1.94
"risk","Kidney Diseases","hbp","Yes",1
"risk","Kidney Diseases","hbp","No",1
"risk","Kidney Diseases","hbc","Yes",1.1
"risk","Kidney Diseases","hbc","No",1
"risk","Kidney Diseases","cvd","Yes",1.64
"risk","Kidney Diseases","cvd","No",1
"risk","Kidney Diseases","copd","Yes",1.22
"risk","Kidney Diseases","copd","No",1
"risk","Kidney Diseases","dia","Yes",1.75
"risk","Kidney Diseases","dia","No",1
"risk","Kidney Diseases","dep","Yes",1
"risk","Kidney Diseases","dep","No",1
"risk","Kidney Diseases","can","Yes",2.29
"risk","Kidney Diseases","can","No",1
"risk","Kidney Diseases","alz","Yes",1
"risk","Kidney Diseases","alz","No",1
"risk","Kidney Diseases","fcvd","Yes",1
"risk","Kidney Diseases","fcvd","No",1
"risk","Kidney Diseases","fcopd","Yes",1
"risk","Kidney Diseases","fcopd","No",1
"risk","Kidney Diseases","fdia","Yes",1
"risk","Kidney Diseases","fdia","No",1
"risk","Kidney Diseases","fdep","Yes",1
"risk","Kidney Diseases","fdep","No",1
"risk","Kidney Diseases","fcan","Yes",1
"risk","Kidney Diseases","fcan","No",1
"risk","Kidney Diseases","falz","Yes",1
"risk","Kidney Diseases","falz","No",1
"risk","Suicide","sex","Male",1.63
"risk","Suicide","sex","Female",0.407
"risk","Suicide","race","White",1.126
"risk","Suicide","race","Black",0.556
"risk","Suicide","race","Asian",0.474
"risk","Suicide","race","Native American",1.244
"risk","Suicide","race","Other",1
"risk","Suicide","wbr","East Asia & Pacific",0.91
"risk","Suicide","wbr","Europe & Central Asia",1.544
"risk","Suicide","wbr","Latin America & Caribbean",0.727
"risk","Suicide","wbr","Middle East & North Africa",0.445
"risk","Suicide","wbr","North America",1.425
"risk","Suicide","wbr","South Asia",1.288
"risk","Suicide","wbr","Sub-Saharan Africa",0.662
"risk","Suicide","inc","Poor",1.2
"risk","Suicide","inc","Lower-middle",1.1
"risk","Suicide","inc","Middle",1
"risk","Suicide","inc","Upper-middle",0.9
"risk","Suicide","inc","Rich",0.8
"risk","Suicide","edu","No Formal Schooling",1.2
"risk","Suicide","edu","Primary Education (Elementary School)",1.1
"risk","Suicide","edu","Secondary Education (High School)",1
"risk","Suicide","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"risk","Suicide","edu","Master's degree",0.8
"risk","Suicide","edu","Doctoral degree",0.7
"risk","Suicide","hsd","0",1.42
"risk","Suicide","hsd","1",1.36
"risk","Suicide","hsd","2",1.3
"risk","Suicide","hsd","3",1.24
"risk","Suicide","hsd","4",1.18
"risk","Suicide","hsd","5",1.12
"risk","Suicide","hsd","6",1.06
"risk","Suicide","hsd","7",1
"risk","Suicide","hsd","8",1.1
"risk","Suicide","hsd","9",1.3
"risk","Suicide","hsd","10",1.5
"risk","Suicide","hsd","11",1.7
"risk","Suicide","hsd","12",1.9
"risk","Suicide","hsd","13",2.1
"risk","Suicide","hsd","14",2.3
"risk","Suicide","hsd","15",2.5
"risk","Suicide","hsd","16",2.7
"risk","Suicide","hsd","17",2.7
"risk","Suicide","hsd","18",2.7
"risk","Suicide","hsd","19",2.7
"risk","Suicide","hsd","20",2.7
"risk","Suicide","hsd","21",2.7
"risk","Suicide","hsd","22",2.7
"risk","Suicide","hsd","23",2.7
"risk","Suicide","hsd","24",2.7
"risk","Suicide","sys","Normal (SBP <120 mmHG)",1
"risk","Suicide","sys","Elevated (SBP 120-129 mmHG)",1
"risk","Suicide","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"risk","Suicide","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"risk","Suicide","bmi","Underweight (<18.5)",2
"risk","Suicide","bmi","Normal Weight (18.5-24.9)",1
"risk","Suicide","bmi","Overweight (25-29.9)",1
"risk","Suicide","bmi","Obese (>30)",1
"risk","Suicide","hbp","Yes",1
"risk","Suicide","hbp","No",1
"risk","Suicide","hbc","Yes",1.5
"risk","Suicide","hbc","No",1
"risk","Suicide","cvd","Yes",1
"risk","Suicide","cvd","No",1
"risk","Suicide","copd","Yes",1
"risk","Suicide","copd","No",1
"risk","Suicide","dia","Yes",1
"risk","Suicide","dia","No",1
"risk","Suicide","dep","Yes",1
"risk","Suicide","dep","No",1
"risk","Suicide","can","Yes",2.85
"risk","Suicide","can","No",1
"risk","Suicide","alz","Yes",1
"risk","Suicide","alz","No",1
"risk","Suicide","fcvd","Yes",1
"risk","Suicide","fcvd","No",1
"risk","Suicide","fcopd","Yes",1
"risk","Suicide","fcopd","No",1
"risk","Suicide","fdia","Yes",1
"risk","Suicide","fdia","No",1
"risk","Suicide","fdep","Yes",2.58
"risk","Suicide","fdep","No",1
"risk","Suicide","fcan","Yes",1
"risk","Suicide","fcan","No",1
"risk","Suicide","falz","Yes",1
"risk","Suicide","falz","No",1
"risk","Liver Diseases","sex","Male",1.316
